DR;CD_ORGAO;ORGAO;AG_POSTAGEM;DT_POSTAGEM;ETIQUETA;SERVICO;VLR_MEDIDA;CD_GRUPO_PAIS_DESTINO;CEP_DESTINO;VLR_COBRADO_DESTINATARIO;VLR_DECLARADO;COD_ADM;PRODUTO;QTDE_PRESTADA;VLR_SERVICO;VLR_DESCONTO;ACRESCIMO;VLR_FINAL;CARTAO;DOCUMENTO;SERVIÇO_ADICIONAL;NOME_SERVICO;CONTRATO;ATENDIMENTO;DT_MOV
GO;16300793;AC RUBIATABA;16300793;21/08/2020;PM627618561BR;4677;0,835;0;13180050;0;21;11169800;0;1;44,46;0;0;44,46;00071109641;387956979      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;21/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;PM627618575BR;4677;0,355;0;76330000;0;21;11169800;0;1;15,76;0;0;15,76;00071109641;388018920      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;PM627618589BR;4677;0,338;0;76330000;0;21;11169800;0;1;15,76;0;0;15,76;00071109641;388019759      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;PM627618592BR;4677;0,33;0;76330000;0;21;11169800;0;1;15,76;0;0;15,76;00071109641;388019187      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;IF870235557BR;34223;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - ALTERAÇÃO;               ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;IF870235565BR;34207;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - INSCRIÇÃO;               ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;PM627618601BR;4677;1,96;0;03734220;0;21;11169800;0;1;49,09;0;0;49,09;00071109641;388032281      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;JU544288641BR;12483;0,248;0;59194000;0;0;0;0;1;12,9;0;0;12,9;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;JU544288638BR;12483;0,213;0;76490000;0;0;0;0;1;12,9;0;0;12,9;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;DM196098593BR;4162;0,092;0;74050100;0;0;10200894;0;1;20,25;0;0;20,25;00061519472;388039533      ;  -  -  -  -  ;SEDEX CONTRATO AGENCIA;9912258441     ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;PM627618615BR;3301;2,21;0;74305370;0;21;17357829;0;1;21,18;0;0;21,18;00073602493;388045229      ;64-  -  -  -  ;PAC REVERSO;9912425755     ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;JU544288655BR;10065;0,025;0;76350000;0;0;17041821;0;1;15,55;0;0;15,55;00072987952;388073925      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912409959     ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;JU544288669BR;12483;0,076;0;74093140;0;0;0;0;1;10,3;0;0;10,3;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;DM196098602BR;4014;0,025;0;74393405;0;0;0;0;1;25,8;0;0;25,8;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;PM627618629BR;4677;0,329;0;03006020;0;21;11169800;0;1;42,88;0;0;42,88;00071109641;388105631      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;PM627618632BR;4677;0,319;0;03006020;0;21;11169800;0;1;42,88;0;0;42,88;00071109641;388107937      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;24/08/2020;PM627618646BR;4677;0,308;0;03006020;0;21;11169800;0;1;42,88;0;0;42,88;00071109641;388109058      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;24/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;PM627618650BR;4677;0,977;0;14403638;0;149,9;12148814;0;1;47,13;0;0;47,13;00063787687;388222350      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912296107     ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;JU544288672BR;12483;0,037;0;74543380;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;JU544288686BR;12483;0,05;0;77006336;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;JU544288690BR;12483;0,09;0;74020020;0;0;0;0;1;10,3;0;0;10,3;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;JU544288709BR;12483;0,09;0;74020020;0;0;0;0;1;10,3;0;0;10,3;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;DM196098616BR;4170;0,056;0;74423020;0;0;13377493;0;1;20,66;0;0;20,66;00067792197;388234854      ;  -  -  -  -  ;SEDEX REVERSO ESPELHO 04162;9912334105     ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;JU544288712BR;12483;0,254;0;30575130;0;0;0;0;1;13,85;0;0;13,85;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;JU544288726BR;12483;0,07;0;37950000;0;0;0;0;1;10,3;0;0;10,3;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;DM196098620BR;4162;0,07;0;74810180;0;0;14377950;0;1;20,66;0;0;20,66;00069972990;388282508      ;  -  -  -  -  ;SEDEX CONTRATO AGENCIA;9912360279     ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;JU544288730BR;12483;0,025;0;74563220;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;DM196098633BR;4014;0,518;0;76680000;0;0;0;0;1;27,7;0;0;27,7;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;JU544288743BR;12483;0,025;0;32150245;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;IF870235574BR;34207;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - INSCRIÇÃO;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;IF870235588BR;34207;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - INSCRIÇÃO;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;PM627618663BR;4936;8,08;0;82840250;0;0;17219000;0;1;132,42;0;0;132,42;00073402940;388296866      ;  -  -  -  -  ;PAC REVERSO TA ESPELHO 04596;9912418815     ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;JU544288788BR;10065;0,025;0;76350000;0;0;14281074;0;1;15,55;0;0;15,55;00069559368;388299246      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912355440     ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;JU544288774BR;10065;0,025;0;76350000;0;0;14281074;0;1;15,55;0;0;15,55;00069559368;388299246      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912355440     ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;JU544288757BR;10065;0,025;0;76350000;0;0;14281074;0;1;15,55;0;0;15,55;00069559368;388299246      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912355440     ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;JU544288765BR;10065;0,025;0;76350000;0;0;14281074;0;1;15,55;0;0;15,55;00069559368;388299246      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912355440     ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;PM627618677BR;4677;1,1;0;38411159;0;0;13297511;0;1;32,65;0;0;32,65;00067404138;388301737      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912330104     ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;PM627618685BR;4510;3,71;0;38400410;0;0;0;0;1;58,5;0;0;58,5;00000000000;               ;  -  -  -  -  ;PAC A VISTA;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;PM627618694BR;4510;3,15;0;73750360;0;0;0;0;1;32,2;0;0;32,2;00000000000;               ;  -  -  -  -  ;PAC A VISTA;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;DM196098647BR;4014;0,03;0;15505160;0;0;0;0;1;85,5;0;0;85,5;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;PM627618703BR;4677;1,67;0;37640902;0;0;11328401;0;1;49,08;0;0;49,08;00062758870;388332930      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912286743     ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;PM627618717BR;4677;0,215;0;74510010;0;0;13487680;0;1;15,75;0;0;15,75;00068528981;388335518      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912339779     ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;25/08/2020;PM627618725BR;4677;0,224;0;74510010;0;0;13487680;0;1;15,75;0;0;15,75;00068528981;388336386      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912339779     ;83276858   ;25/08/2020
GO;16300793;AC RUBIATABA;16300793;26/08/2020;DM196098655BR;4014;0,287;0;77808090;0;0;0;0;1;55,6;0;0;55,6;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83276858   ;26/08/2020
GO;16300793;AC RUBIATABA;16300793;26/08/2020;DM196098664BR;4170;0,08;0;01205905;0;0;10273107;0;1;64,84;0;0;64,84;00061416525;388412873      ;  -  -  -  -  ;SEDEX REVERSO ESPELHO 04162;9912262040     ;83276858   ;26/08/2020
GO;16300793;AC RUBIATABA;16300793;26/08/2020;             ;34053;0;0;00000000;0;0;0;0;1;134,7;0;0;134,7;00000000000;               ;  -  -  -  -  ;CAIXA POSTAL ASSIN ANUAL;               ;83276858   ;26/08/2020
GO;16300793;AC RUBIATABA;16300793;26/08/2020;PM627618734BR;4677;9,65;0;03890000;0;21;11169800;0;1;98,87;0;0;98,87;00071109641;388435273      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;26/08/2020
GO;16300793;AC RUBIATABA;16300793;26/08/2020;EB058308651BR;45110;1,372;2;00000000;0;0;0;0;1;219,3;0;0;219,3;00000000000;               ;  -  -  -  -  ;EXPORTA FACIL EXPRESSO;               ;83276858   ;26/08/2020
GO;16300793;AC RUBIATABA;16300793;26/08/2020;PM627618748BR;4677;0,505;0;91530000;0;21;11169800;0;1;60,75;0;0;60,75;00071109641;388474939      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;26/08/2020
GO;16300793;AC RUBIATABA;16300793;26/08/2020;IF870235591BR;34223;0;0;00000000;0;0;0;0;1;7;0;0;7;00000000000;               ;  -  -  -  -  ;CPF - ALTERAÇÃO;               ;83276858   ;26/08/2020
GO;16300793;AC RUBIATABA;16300793;26/08/2020;JU544288791BR;12483;0,04;0;74510040;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;26/08/2020
GO;16300793;AC RUBIATABA;16300793;26/08/2020;JU544288805BR;12483;0,035;0;74985113;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;26/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;             ;5932;0;0;00000000;0;0;0;0;1;0,16;0;0;0,16;;               ;  -  -  -  -  ;BANCO POSTAL-AJUSTE SDO ENTR;               ;;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;PM627618751BR;4510;0,762;0;76806180;0;0;0;0;1;79,5;0;0;79,5;00000000000;               ;  -  -  -  -  ;PAC A VISTA;               ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;EB058308665BR;45110;2,38;2;00000000;0;1000;0;0;1;255,2;0;0;255,2;00000000000;               ;30-  -  -  -  ;EXPORTA FACIL EXPRESSO;               ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;DM196098678BR;4162;0,147;0;74805370;0;0;10267468;0;1;20,25;0;0;20,25;00072181982;388612169      ;  -  -  -  -  ;SEDEX CONTRATO AGENCIA;9912261758     ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;JU544288814BR;12483;0,24;0;08737310;0;0;0;0;1;12,9;0;0;12,9;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;DM196098681BR;4162;0,025;0;74810180;0;0;14377950;0;1;20,66;0;0;20,66;00069972990;388657129      ;  -  -  -  -  ;SEDEX CONTRATO AGENCIA;9912360279     ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;DM196098695BR;4162;0,09;0;78635000;0;0;13195069;0;1;58,92;0;0;58,92;00066808235;388658827      ;01-  -  -  -  ;SEDEX CONTRATO AGENCIA;9912324983     ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;             ;10014;0,025;0;70712900;0;0;0;0;1;0;0;0;0;00000000000;               ;  -  -  -  -  ;CARTA SIMPLES A VISTA;               ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;DM196098704BR;4014;0,124;0;80215330;0;0;0;0;1;98;0;0;98;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;DM196098718BR;4014;0,03;0;38650000;0;0;0;0;1;70,8;0;0;70,8;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;PM627618765BR;4510;0,248;0;76410000;0;0;0;0;1;24,3;0;0;24,3;00000000000;               ;  -  -  -  -  ;PAC A VISTA;               ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;DM196098721BR;3247;0,04;0;03453971;0;1255,32;17012643;0;1;76,12;0;0;76,12;00074078011;388694972      ;15-19-  -  -  ;SEDEX REVERSO;9912408500     ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;JU544288828BR;12483;0,025;0;77809030;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;JU544288831BR;12483;0,025;0;69104798;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;JU544288845BR;12483;0,02;0;76550000;0;0;0;0;1;14,75;0;0;14,75;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;JU544288859BR;12483;0,025;0;38108000;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;PM627618779BR;4677;1,945;0;37640902;0;0;11328401;0;1;49,08;0;0;49,08;00062758870;388722889      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912286743     ;83276858   ;27/08/2020
GO;16300793;AC RUBIATABA;16300793;27/08/2020;;5282;0;;;0;0;;0;1;0,16;0;0;0,16;;;;BANCO POSTAL-ESTORNO RECEBTOS;;;27/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;PM627618782BR;3301;0,532;0;25255030;0;799;12464988;0;1;52,05;0;0;52,05;00075506300;388776168      ;64-  -  -  -  ;PAC REVERSO;9912311922     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;DM196098735BR;4014;0,05;0;85870270;0;0;0;0;1;98;0;0;98;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;DM196098749BR;3247;0,082;0;08235570;0;95,77;17012643;0;1;61,17;0;0;61,17;00074078011;388780860      ;19-  -  -  -  ;SEDEX REVERSO;9912408500     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544288862BR;10014;0,025;0;72020310;0;0;0;0;1;0;0;0;0;00000000000;               ;24-39-  -  -  ;CARTA SIMPLES A VISTA;               ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544288876BR;12483;0,025;0;76350000;0;0;0;0;1;15,55;0;0;15,55;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;PM627618796BR;4677;0,435;0;08696165;0;21;11169800;0;1;42,88;0;0;42,88;00071109641;388788126      ;64-  -  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544288880BR;12483;0,121;0;71219900;0;0;0;0;1;17,5;0;0;17,5;00000000000;               ;24-39-  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;PM627618805BR;4677;0,634;0;13215970;0;21;11169800;0;1;47,81;0;0;47,81;00071109641;388807657      ;15-64-  -  -  ;PAC REVERSO ESPELHO 04669;9912278851     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544288893BR;12483;0,025;0;74001970;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544288902BR;12483;0,025;0;74001970;0;0;0;0;1;9,2;0;0;9,2;00000000000;               ;24-  -  -  -  ;CARTA REGISTRADA À VISTA;               ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;DM196098752BR;4014;0,05;0;74043012;0;0;0;0;1;25,8;0;0;25,8;00000000000;               ;  -  -  -  -  ;SEDEX A VISTA;               ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;PM627618819BR;4677;0,392;0;37640902;0;0;11328401;0;1;42,87;0;0;42,87;00062758870;388865074      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912286743     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;DM196098766BR;4170;8,498;0;37640000;0;0;11328401;0;1;171,49;0;0;171,49;00062759280;388866750      ;  -  -  -  -  ;SEDEX REVERSO ESPELHO 04162;9912286743     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;PM627618822BR;4677;1,858;0;37640902;0;0;11328401;0;1;49,08;0;0;49,08;00062758870;388869712      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912286743     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;DM196098770BR;4170;0,49;0;74013040;0;359;10059865;0;1;23,52;0;0;23,52;00061869694;388873758      ;19-  -  -  -  ;SEDEX REVERSO ESPELHO 04162;9912251462     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;PM627618836BR;4677;0,596;0;74510010;0;0;13487680;0;1;16,88;0;0;16,88;00068528981;388876461      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912339779     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;PM627618840BR;4677;0,435;0;74510010;0;0;13487680;0;1;15,75;0;0;15,75;00068528981;388878608      ;  -  -  -  -  ;PAC REVERSO ESPELHO 04669;9912339779     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;PZ376620912BR;4669;0,453;0;76410000;0;0;11169800;0;1;15,75;0;0;15,75;00067059090;7505449        ;  -  -  -  -  ;PAC CONTRATO AGENCIA;9912278851     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;DM196098783BR;4170;0,193;0;74013040;0;399,9;10059865;0;1;23,21;0;0;23,21;00061869694;388881689      ;19-  -  -  -  ;SEDEX REVERSO ESPELHO 04162;9912251462     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289077BR;10065;0,035;0;76304000;0;0;20130139;0;1;15,55;0;0;15,55;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289085BR;10065;0,035;0;77570000;0;0;20130139;0;1;15,55;0;0;15,55;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289094BR;10065;0,035;0;76350000;0;0;20130139;0;1;15,55;0;0;15,55;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289103BR;10065;0,065;0;21941570;0;0;20130139;0;1;16,65;0;0;16,65;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289117BR;10065;0,065;0;07190100;0;0;20130139;0;1;16,65;0;0;16,65;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289125BR;10065;0,065;0;01311200;0;0;20130139;0;1;16,65;0;0;16,65;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289134BR;10065;0,065;0;76350000;0;0;20130139;0;1;16,65;0;0;16,65;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289148BR;10065;0,065;0;76355000;0;0;20130139;0;1;16,65;0;0;16,65;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289151BR;10065;0,065;0;76350000;0;0;20130139;0;1;16,65;0;0;16,65;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289165BR;10065;0,065;0;76355000;0;0;20130139;0;1;16,65;0;0;16,65;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289179BR;10065;0,065;0;76345000;0;0;20130139;0;1;16,65;0;0;16,65;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289182BR;10065;0,065;0;76300000;0;0;20130139;0;1;16,65;0;0;16,65;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544288955BR;10065;0,035;0;76345000;0;0;20130139;0;1;15,55;0;0;15,55;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544288947BR;10065;0,035;0;76350000;0;0;20130139;0;1;15,55;0;0;15,55;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544288933BR;10065;0,035;0;74115120;0;0;20130139;0;1;15,55;0;0;15,55;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289063BR;10065;0,035;0;90200310;0;0;20130139;0;1;15,55;0;0;15,55;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289050BR;10065;0,035;0;30170070;0;0;20130139;0;1;15,55;0;0;15,55;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289046BR;10065;0,035;0;71608900;0;0;20130139;0;1;15,55;0;0;15,55;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
GO;16300793;AC RUBIATABA;16300793;28/08/2020;JU544289032BR;10065;0,035;0;76350000;0;0;20130139;0;1;15,55;0;0;15,55;00075461633;388892732      ;01-25-  -  -  ;CARTA A FATURAR CHANCELA;9912488314     ;83276858   ;28/08/2020
